x,y_hyd,y_fso,y_wat
3.005,0.0003202054794520548,2.7968036529680367e-05,1.3589910850184822e-08
3.015,0.00023801369863013698,2.6255707762557077e-05,1.3589910850184822e-08
3.0250000000000004,0.0002636986301369863,1.541095890410959e-05,2.0384866275277235e-08
3.035,0.00025,1.6552511415525115e-05,2.7179821700369644e-08
3.045,0.00017465753424657536,1.769406392694064e-05,0.0
3.055,0.00015924657534246574,1.4840182648401827e-05,0.0
3.0650000000000004,8.047945205479452e-05,1.3698630136986302e-05,0.0
3.075,6.164383561643835e-05,9.132420091324201e-06,0.0
3.085,5.993150684931507e-05,9.132420091324201e-06,0.0
3.0949999999999998,3.767123287671233e-05,1.1415525114155251e-05,0.0
3.105,4.280821917808219e-05,5.136986301369863e-06,0.0
3.115,1.541095890410959e-05,6.278538812785388e-06,0.0
3.125,2.0547945205479453e-05,3.4246575342465754e-06,0.0
3.135,1.7123287671232875e-05,2.853881278538813e-06,0.0
3.145,5.136986301369863e-06,3.4246575342465754e-06,0.0
3.1550000000000002,5.136986301369863e-06,3.4246575342465754e-06,0.0
3.165,1.1986301369863013e-05,5.707762557077626e-07,0.0
3.175,8.561643835616438e-06,5.707762557077626e-07,0.0
3.185,3.4246575342465754e-06,5.707762557077626e-07,0.0
3.1950000000000003,8.561643835616438e-06,5.707762557077626e-07,0.0
3.205,3.4246575342465754e-06,5.707762557077626e-07,0.0
3.215,5.136986301369863e-06,5.707762557077626e-07,0.0
3.225,6.849315068493151e-06,0.0,0.0
3.2350000000000003,5.136986301369863e-06,0.0,0.0
3.245,1.0273972602739726e-05,0.0,0.0
3.255,8.561643835616438e-06,5.707762557077626e-07,0.0
3.265,8.561643835616438e-06,0.0,0.0
3.2750000000000004,1.0273972602739726e-05,0.0,0.0
3.285,1.7123287671232877e-06,0.0,0.0
3.295,3.4246575342465754e-06,0.0,0.0
3.305,8.561643835616438e-06,0.0,0.0
3.3150000000000004,0.0,0.0,0.0
3.325,0.0,0.0,0.0
3.335,0.0,0.0,0.0
3.3449999999999998,0.0,0.0,0.0
3.355,0.0,0.0,0.0
3.365,0.0,0.0,0.0
3.375,0.0,0.0,0.0
3.385,0.0,0.0,0.0
3.395,0.0,0.0,0.0
3.4050000000000002,0.0,0.0,0.0
3.415,0.0,0.0,0.0
3.425,0.0,0.0,0.0
3.435,0.0,0.0,0.0
3.4450000000000003,0.0,0.0,0.0
3.455,0.0,0.0,0.0
3.465,0.0,0.0,0.0
3.475,0.0,0.0,0.0
3.4850000000000003,0.0,0.0,0.0
3.495,0.0,0.0,0.0
3.505,0.0,0.0,0.0
3.515,0.0,0.0,0.0
3.5250000000000004,0.0,0.0,0.0
3.535,0.0,0.0,0.0
3.545,0.0,0.0,0.0
3.555,0.0,0.0,0.0
3.5650000000000004,0.0,0.0,0.0
3.575,0.0,0.0,0.0
3.585,0.0,0.0,0.0
3.5949999999999998,0.0,0.0,0.0
3.605,0.0,0.0,0.0
3.615,0.0,0.0,0.0
3.625,0.0,0.0,0.0
3.635,0.0,0.0,0.0
3.645,0.0,0.0,0.0
3.6550000000000002,0.0,0.0,0.0
3.665,0.0,0.0,0.0
3.675,0.0,0.0,0.0
3.685,0.0,0.0,0.0
3.6950000000000003,0.0,0.0,0.0
3.705,0.0,0.0,0.0
3.715,0.0,0.0,0.0
3.725,0.0,0.0,0.0
3.7350000000000003,0.0,0.0,0.0
3.745,0.0,0.0,0.0
3.755,0.0,0.0,0.0
3.765,0.0,0.0,0.0
3.7750000000000004,0.0,0.0,0.0
3.785,0.0,0.0,0.0
3.795,0.0,0.0,0.0
3.805,0.0,0.0,0.0
3.8150000000000004,0.0,0.0,0.0
3.825,0.0,0.0,0.0
3.835,0.0,0.0,0.0
3.8449999999999998,0.0,0.0,0.0
3.855,0.0,0.0,0.0
3.865,0.0,0.0,0.0
3.875,0.0,0.0,0.0
3.885,0.0,0.0,0.0
3.895,0.0,0.0,0.0
3.9050000000000002,0.0,0.0,0.0
3.915,0.0,0.0,0.0
3.925,0.0,0.0,0.0
3.935,0.0,0.0,0.0
3.9450000000000003,0.0,0.0,0.0
3.955,0.0,0.0,0.0
3.965,0.0,0.0,0.0
3.975,0.0,0.0,0.0
3.9850000000000003,0.0,0.0,0.0
3.995,0.0,0.0,0.0
4.005,0.0,0.0,0.0
4.015000000000001,0.0,0.0,0.0
4.025,0.0,0.0,0.0
4.035,0.0,0.0,0.0
4.045,0.0,0.0,0.0
4.055,0.0,0.0,0.0
4.065,0.0,0.0,0.0
4.075,0.0,0.0,0.0
4.085,0.0,0.0,0.0
4.095,0.0,0.0,0.0
4.105,0.0,0.0,0.0
4.115,0.0,0.0,0.0
4.125,0.0,0.0,0.0
4.135,0.0,0.0,0.0
4.145,0.0,0.0,0.0
4.155,0.0,0.0,0.0
4.165,0.0,0.0,0.0
4.175,0.0,0.0,0.0
4.1850000000000005,0.0,0.0,0.0
4.195,0.0,0.0,0.0
4.205,0.0,0.0,0.0
4.215,0.0,0.0,0.0
4.225,0.0,0.0,0.0
4.235,0.0,0.0,0.0
4.245,0.0,0.0,0.0
4.255,0.0,0.0,0.0
4.265000000000001,0.0,0.0,0.0
4.275,0.0,0.0,0.0
4.285,0.0,0.0,0.0
4.295,0.0,0.0,0.0
4.305,0.0,0.0,0.0
4.315,0.0,0.0,0.0
4.325,0.0,0.0,0.0
4.335,0.0,0.0,0.0
4.345000000000001,0.0,0.0,0.0
4.355,0.0,0.0,0.0
4.365,0.0,0.0,0.0
4.375,0.0,0.0,0.0
4.385,0.0,0.0,0.0
4.395,0.0,0.0,0.0
4.405,0.0,0.0,0.0
4.415,0.0,0.0,0.0
4.425,0.0,0.0,0.0
4.4350000000000005,0.0,0.0,0.0
4.445,0.0,0.0,0.0
4.455,0.0,0.0,0.0
4.465,0.0,0.0,0.0
4.475,0.0,0.0,0.0
4.485,0.0,0.0,0.0
4.495,0.0,0.0,0.0
4.505,0.0,0.0,0.0
4.515000000000001,0.0,0.0,0.0
4.525,0.0,0.0,0.0
4.535,0.0,0.0,0.0
4.545,0.0,0.0,0.0
4.555,0.0,0.0,0.0
4.565,0.0,0.0,0.0
4.575,0.0,0.0,0.0
4.585,0.0,0.0,0.0
4.595000000000001,0.0,0.0,0.0
4.605,0.0,0.0,0.0
4.615,0.0,0.0,0.0
4.625,0.0,0.0,0.0
4.635,0.0,0.0,0.0
4.645,0.0,0.0,0.0
4.655,0.0,0.0,0.0
4.665,0.0,0.0,0.0
4.675,0.0,0.0,0.0
4.6850000000000005,0.0,0.0,0.0
4.695,0.0,0.0,0.0
4.705,0.0,0.0,0.0
4.715,0.0,0.0,0.0
4.725,0.0,0.0,0.0
4.735,0.0,0.0,0.0
4.745,0.0,0.0,0.0
4.755,0.0,0.0,0.0
4.765000000000001,0.0,0.0,0.0
4.775,0.0,0.0,0.0
4.785,0.0,0.0,0.0
4.795,0.0,0.0,0.0
4.805,0.0,0.0,0.0
4.815,0.0,0.0,0.0
4.825,0.0,0.0,0.0
4.835,0.0,0.0,0.0
4.845000000000001,0.0,0.0,0.0
4.855,0.0,0.0,0.0
4.865,0.0,0.0,0.0
4.875,0.0,0.0,0.0
4.885,0.0,0.0,0.0
4.895,0.0,0.0,0.0
4.905,0.0,0.0,0.0
4.915,0.0,0.0,0.0
4.925,0.0,0.0,0.0
4.9350000000000005,0.0,0.0,0.0
4.945,0.0,0.0,0.0
4.955,0.0,0.0,0.0
4.965,0.0,0.0,0.0
4.975,0.0,0.0,0.0
4.985,0.0,0.0,0.0
4.995,0.0,0.0,0.0
5.005,0.0,0.0,0.0
5.015000000000001,0.0,0.0,0.0
5.025,0.0,0.0,0.0
5.035,0.0,0.0,0.0
5.045,0.0,0.0,0.0
5.055,0.0,0.0,0.0
5.065,0.0,0.0,0.0
5.075,0.0,0.0,0.0
5.085,0.0,0.0,0.0
5.095000000000001,0.0,0.0,0.0
5.105,0.0,0.0,0.0
5.115,0.0,0.0,0.0
5.125,0.0,0.0,0.0
5.135,0.0,0.0,0.0
5.145,0.0,0.0,0.0
5.155,0.0,0.0,0.0
5.165,0.0,0.0,0.0
5.175,0.0,0.0,0.0
5.1850000000000005,0.0,0.0,0.0
5.195,0.0,0.0,0.0
5.205,0.0,0.0,0.0
5.215,0.0,0.0,0.0
5.225,0.0,0.0,0.0
5.235,0.0,0.0,0.0
5.245,0.0,0.0,0.0
5.255,0.0,0.0,0.0
5.265000000000001,0.0,0.0,0.0
5.275,0.0,0.0,0.0
5.285,0.0,0.0,0.0
5.295,0.0,0.0,0.0
5.305,0.0,0.0,0.0
5.315,0.0,0.0,0.0
5.325,0.0,0.0,0.0
5.335,0.0,0.0,0.0
5.345000000000001,0.0,0.0,0.0
5.355,0.0,0.0,0.0
5.365,0.0,0.0,0.0
5.375,0.0,0.0,0.0
5.385,0.0,0.0,0.0
5.395,0.0,0.0,0.0
5.405,0.0,0.0,0.0
5.415,0.0,0.0,0.0
5.425,0.0,0.0,0.0
5.4350000000000005,0.0,0.0,0.0
5.445,0.0,0.0,0.0
5.455,0.0,0.0,0.0
5.465,0.0,0.0,0.0
5.475,0.0,0.0,0.0
5.485,0.0,0.0,0.0
5.495,0.0,0.0,0.0
5.505,0.0,0.0,0.0
5.515000000000001,0.0,0.0,0.0
5.525,0.0,0.0,0.0
5.535,0.0,0.0,0.0
5.545,0.0,0.0,0.0
5.555,0.0,0.0,0.0
5.565,0.0,0.0,0.0
5.575,0.0,0.0,0.0
5.585,0.0,0.0,0.0
5.595000000000001,0.0,0.0,0.0
5.605,0.0,0.0,0.0
5.615,0.0,0.0,0.0
5.625,0.0,0.0,0.0
5.635,0.0,0.0,0.0
5.645,0.0,0.0,0.0
5.655,0.0,0.0,0.0
5.665,0.0,0.0,0.0
5.675,0.0,0.0,0.0
5.6850000000000005,0.0,0.0,0.0
5.695,0.0,0.0,0.0
5.705,0.0,0.0,0.0
5.715,0.0,0.0,0.0
5.725,0.0,0.0,0.0
5.735,0.0,0.0,0.0
5.745,0.0,0.0,0.0
5.755,0.0,0.0,0.0
5.765000000000001,0.0,0.0,0.0
5.775,0.0,0.0,0.0
5.785,0.0,0.0,0.0
5.795,0.0,0.0,0.0
5.805,0.0,0.0,0.0
5.815,0.0,0.0,0.0
5.825,0.0,0.0,0.0
5.835,0.0,0.0,0.0
5.845000000000001,0.0,0.0,0.0
5.855,0.0,0.0,0.0
5.865,0.0,0.0,0.0
5.875,0.0,0.0,0.0
5.885,0.0,0.0,0.0
5.895,0.0,0.0,0.0
5.905,0.0,0.0,0.0
5.915,0.0,0.0,0.0
5.925,0.0,0.0,0.0
5.9350000000000005,0.0,0.0,0.0
5.945,0.0,0.0,0.0
5.955,0.0,0.0,0.0
5.965,0.0,0.0,0.0
5.975,0.0,0.0,0.0
5.985,0.0,0.0,0.0
5.995,0.0,0.0,0.0
6.005,0.0,0.0,0.0
6.015000000000001,0.0,0.0,0.0
6.025,0.0,0.0,0.0
6.035,0.0,0.0,0.0
6.045,0.0,0.0,0.0
6.055,0.0,0.0,0.0
6.065,0.0,0.0,0.0
6.075,0.0,0.0,0.0
6.085,0.0,0.0,0.0
6.095000000000001,0.0,0.0,0.0
6.105,0.0,0.0,0.0
6.115,0.0,0.0,0.0
6.125,0.0,0.0,0.0
6.135,0.0,0.0,0.0
6.1450000000000005,0.0,0.0,0.0
6.155,0.0,0.0,0.0
6.165,0.0,0.0,0.0
6.175,0.0,0.0,0.0
